Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
HG00099_hap2_hprc_f2	GCA_042031945.2		Homo sapiens					HG00099	female		Chromosome	2024-09-19	JBHDWP01	98
HG01891_mat_hprc_f2	GCA_018467155.3		Homo sapiens					HG01891	female		Chromosome	2024-09-20	JAGYVN02	88
HG04187_pat_hprc_f2	GCA_046000115.1		Homo sapiens					HG04187	male		Chromosome	2024-12-11	JBJUVO01	112
HG02976_hap1_hprc_f2	GCA_042031255.1		Homo sapiens					HG02976	female		Chromosome	2024-09-19	JBHDVW01	86
HG00609_mat_hprc_f2	GCA_042027095.2		Homo sapiens					HG00609	male		Chromosome	2024-09-19	JBHDRY01	82
HG02074_mat_hprc_f2	GCA_042036205.2		Homo sapiens					HG02074	male		Chromosome	2024-09-20	JBHIGL01	97
ASM4633222v1	GCA_046332225.1		Homo sapiens					NA18960	male		Chromosome	2024-12-27	JBKABZ01	71
HG02922_hap2_hprc_f2	GCA_042030255.2		Homo sapiens					HG02922	female		Chromosome	2024-09-19	JBHDVP01	83
HG00438_haplotype2_hprc_rel2_verkko2_supp	GCA_056668635.1		Homo sapiens					HG00438	female		Chromosome	2026-04-10	JBVTXS01	54
HG01150_haplotype2_hprc_rel2_verkko2_supp	GCA_056667675.1		Homo sapiens					HG01150	female		Chromosome	2026-04-10	JBVTVY01	54
HG01960_pat_hprc_f2	GCA_042037895.1		Homo sapiens					HG01960	female		Chromosome	2024-09-20	JBHIHM01	72
HG00706_pat_hprc_f2	GCA_046116065.1		Homo sapiens					HG00706	male		Chromosome	2024-12-16	JBJXWD01	96
NA18974_hap2_hprc_f2	GCA_042077285.2		Homo sapiens					NA18974	male		Chromosome	2024-09-20	JBHIJR01	72
HG02615_mat_hprc_f2	GCA_042028975.2		Homo sapiens					HG02615	female		Chromosome	2024-09-19	JBHDTA01	74
HG02572_pat_hprc_f2	GCA_018470435.2		Homo sapiens					HG02572	male		Chromosome	2024-09-20	JAHAOW02	64
HG02514_haplotype2_hprc_rel2_verkko2_supp	GCA_056697395.1		Homo sapiens					HG02514	male		Chromosome	2026-04-13	JBVUBU01	55
HG03130_haplotype1_hprc_rel2_verkko2_supp	GCA_056717235.1		Homo sapiens					HG03130	male		Chromosome	2026-04-14	JBVUGK01	103
NA19909_hap2_hprc_f2	GCA_044165395.2		Homo sapiens					NA19909	female		Chromosome	2024-10-31	JBIRDI01	75
HG03041_pat_hprc_f2	GCA_042037905.1		Homo sapiens					HG03041	female		Chromosome	2024-09-20	JBHIHQ01	53
NA18747_hap2_hprc_f2	GCA_042031405.2		Homo sapiens					NA18747	male		Chromosome	2024-09-19	JBHDWF01	75
HG02391_hap2_hprc_f2	GCA_042034155.2		Homo sapiens					HG02391	male		Chromosome	2024-09-20	JBHDXK01	69
NA19835_hap1_hprc_f2	GCA_044164705.1		Homo sapiens					NA19835	female		Chromosome	2024-10-31	JBIRCZ01	82
NA19036_hap2_hprc_f2	GCA_042077135.2		Homo sapiens					NA19036	female		Chromosome	2024-09-20	JBHIJN01	69
HG02841_haplotype2_hprc_rel2_verkko2_supp	GCA_056716705.1		Homo sapiens					HG02841	female		Chromosome	2026-04-14	JBVUFL01	72
NA18505_hap1_hprc_f2	GCA_042077605.1		Homo sapiens					NA18505	female		Chromosome	2024-09-20	JBHIJY01	81
HG03470_hap1_hprc_f2	GCA_043305115.1		Homo sapiens					HG03470	female		Chromosome	2024-10-17	JBICSF01	94
HG03195_hap1_hprc_f2	GCA_042031175.1		Homo sapiens					HG03195	female		Chromosome	2024-09-19	JBHDVU01	77
NA19338_hap2_hprc_f2	GCA_042034585.2		Homo sapiens					NA19338	female		Chromosome	2024-09-20	JBHDXU01	74
HG02723_mat_hprc_f2	GCA_018504065.3		Homo sapiens					HG02723	female		Chromosome	2024-10-17	JAHEOT02	64
NA19468_hap2_hprc_f2	GCA_042035175.2		Homo sapiens					NA19468	female		Chromosome	2024-09-20	JBHDXY01	71
NA19443_hap2_hprc_f2	GCA_042076705.2		Homo sapiens					NA19443	male		Chromosome	2024-09-20	JBHIIR01	65
HG03225_hap2_hprc_f2	GCA_042076465.2		Homo sapiens					HG03225	male		Chromosome	2024-09-20	JBHIIH01	89
HG03704_haplotype2_hprc_rel2_verkko2_supp	GCA_056738525.1		Homo sapiens					HG03704	female		Chromosome	2026-04-15	JBVUHR01	80
HG00597_haplotype2_hprc_rel2_verkko2_supp	GCA_056668495.1		Homo sapiens					HG00597	female		Chromosome	2026-04-10	JBVTXK01	63
HG02668_mat_hprc_f2	GCA_042038585.2		Homo sapiens					HG02668	male		Chromosome	2024-09-20	JBHIID01	71
HG02886_haplotype2_hprc_rel2_verkko2_supp	GCA_056749835.1		Homo sapiens					HG02886	female		Chromosome	2026-04-16	JBVULZ01	150
HG01993_pat_hprc_f2	GCA_042028705.1		Homo sapiens					HG01993	female		Chromosome	2024-09-19	JBHDSL01	73
NA19238_hap2	GCA_056689635.1		Homo sapiens					NA19238	female		Chromosome	2026-04-13	DBNCPC01	89
HG02132_haplotype2_hprc_rel2_verkko2_supp	GCA_056751735.1		Homo sapiens					HG02132	male		Chromosome	2026-04-16	JBVUNH01	111
NA18747_hap1_hprc_f2	GCA_042031315.1		Homo sapiens					NA18747	male		Chromosome	2024-09-19	JBHDWE01	76
HG00706_haplotype1_hprc_rel2_verkko2_supp	GCA_056668175.1		Homo sapiens					HG00706	male		Chromosome	2026-04-10	JBVTWV01	86
HG03732_mat_hprc-hgsvc_rel2_verkko2_supp	GCA_057056285.1		Homo sapiens					HG03732	male		Chromosome	2026-04-29	JBWQGG01	108
HG03784_hap1_hprc_f2	GCA_044166095.1		Homo sapiens					HG03784	female		Chromosome	2024-10-31	JBIRDL01	92
HG01952_haplotype1_hprc_rel2_verkko2_supp	GCA_056697925.1		Homo sapiens					HG01952	male		Chromosome	2026-04-13	JBVUDE01	44
HG00706_haplotype2_hprc_rel2_verkko2_supp	GCA_056668185.1		Homo sapiens					HG00706	male		Chromosome	2026-04-10	JBVTWW01	63
HG02293_haplotype2_hprc_rel2_verkko2_supp	GCA_057062025.1		Homo sapiens					HG02293	female		Chromosome	2026-04-16	JBVUNB01	45
HG01969_haplotype1_hprc_rel2_verkko2_supp	GCA_056697855.1		Homo sapiens					HG01969	female		Chromosome	2026-04-13	JBVUDA01	151
HG00344_haplotype2_hprc_rel2_verkko2_supp	GCA_056668795.1		Homo sapiens					HG00344	female		Chromosome	2026-04-10	JBVTYA01	42
HG03742_hap2_hprc_f2	GCA_042034195.2		Homo sapiens					HG03742	male		Chromosome	2024-09-20	JBHDXM01	82
HG02083_mat_hprc_f2	GCA_042030175.2		Homo sapiens					HG02083	male		Chromosome	2024-09-19	JBHDTW01	70
NA19391_hap2_hprc_f2	GCA_042034575.2		Homo sapiens					NA19391	female		Chromosome	2024-09-20	JBHDXW01	70
HG00253_haplotype2_hprc_rel2_verkko2_supp	GCA_056669125.1		Homo sapiens					HG00253	female		Chromosome	2026-04-10	JBVTYQ01	71
HG02492_hap2	GCA_056690815.1		Homo sapiens					HG02492	male		Chromosome	2026-04-13	DBNCQY01	110
HG03742_haplotype2_hprc_rel2_verkko2_supp	GCA_056717545.1		Homo sapiens					HG03742	male		Chromosome	2026-04-14	JBVUGZ01	74
HG03520_hap2	GCA_056690155.1		Homo sapiens					HG03520	female		Chromosome	2026-04-13	DBNCPY01	117
HG005_mat_hprc_f2	GCA_018506965.3		Homo sapiens					NA24631	male		Chromosome	2024-12-13	JAHEPN02	134
HG01361_pat_hprc_f2	GCA_018469705.2		Homo sapiens					HG01361	female		Chromosome	2024-09-20	JAGYYX02	85
HG02666_hap2	GCA_056690695.1		Homo sapiens					HG02666	male		Chromosome	2026-04-13	DBNCQS01	38
HG01106_mat_hprc_f2	GCA_018471345.3		Homo sapiens					HG01106	male		Chromosome	2024-09-20	JAHAMB02	83
HG04187_mat_hprc_f2	GCA_045999925.2		Homo sapiens					HG04187	male		Chromosome	2024-12-11	JBJUVP01	103
HG02602_pat_hprc_rel2_verkko2_supp	GCA_056716305.1		Homo sapiens					HG02602	male		Chromosome	2026-04-14	JBVUEQ01	111
HG01114_hap2	GCA_056691215.1		Homo sapiens					HG01114	female		Chromosome	2026-04-13	DBNCRU01	65
HG00741_mat_hprc_f2	GCA_018471095.3		Homo sapiens					HG00741	female		Chromosome	2024-09-20	JAHALX02	72
HG03710_pat_hprc_f2	GCA_042030055.1		Homo sapiens					HG03710	male		Chromosome	2024-09-19	JBHDTP01	97
HG02953_haplotype2_hprc-hgsvc_rel2_verkko2_supp	GCA_057056505.1		Homo sapiens					HG02953	male		Chromosome	2026-04-29	JBWQGS01	102
HG04160_haplotype1_hprc_rel2_verkko2_supp	GCA_056738735.1		Homo sapiens					HG04160	male		Chromosome	2026-04-15	JBVUIC01	141
NA18522_hap1_hprc_f2	GCA_042031325.1		Homo sapiens					NA18522	male		Chromosome	2024-09-19	JBHDWC01	86
HG02257_pat_hprc_f2	GCA_018466845.2		Homo sapiens					HG02257	female		Chromosome	2024-09-20	JAGYVH02	113
NA19240_hap1	GCA_056689575.1		Homo sapiens					NA19240	female		Chromosome	2026-04-13	DBNCOX01	1055
HG03831_haplotype2_hprc_rel2_verkko2_supp	GCA_056738655.1		Homo sapiens					HG03831	female		Chromosome	2026-04-15	JBVUHX01	88
HG02027_pat_hprc_f2	GCA_042030215.1		Homo sapiens					HG02027	male		Chromosome	2024-09-19	JBHDTX01	205
HG02071_mat_hprc_f2	GCA_042036105.2		Homo sapiens					HG02071	male		Chromosome	2024-09-20	JBHIGJ01	97
HG02523_haplotype1_hprc_rel2_verkko2_supp	GCA_056750345.1		Homo sapiens					HG02523	female		Chromosome	2026-04-16	JBVUMY01	143
HG02809_pat_hprc_f2	GCA_042036525.1		Homo sapiens					HG02809	female		Chromosome	2024-09-20	JBHIGO01	92
HG02886_pat_hprc_f2	GCA_018470465.2		Homo sapiens					HG02886	female		Chromosome	2024-09-20	JAHAOU02	98
NA19338_hap1_hprc_f2	GCA_042035195.1		Homo sapiens					NA19338	female		Chromosome	2024-09-20	JBHDXT01	76
HG02155_hap2_hprc_f2	GCA_043304655.2		Homo sapiens					HG02155	female		Chromosome	2024-10-17	JBIECC01	81
HG01261_mat_hprc_rel2	GCA_041899995.2		Homo sapiens					HG01261	male		Chromosome	2024-09-11	JBHDVH01	83
HG00232_hap2_hprc_f2	GCA_042077745.2		Homo sapiens					HG00232	female		Chromosome	2024-09-20	JBHIKN01	64
HG02735_pat_hprc_f2	GCA_042076445.1		Homo sapiens					HG02735	male		Chromosome	2024-09-20	JBHIII01	110
NA18976_hap2_hprc_f2	GCA_042077165.2		Homo sapiens					NA18976	female		Chromosome	2024-09-20	JBHIJP01	87
NA20809_hap2_hprc_f2	GCA_044166615.2		Homo sapiens					NA20809	male		Chromosome	2024-10-31	JBIREA01	103
HG00741_haplotype2_hprc_rel2_verkko2_supp	GCA_056667995.1		Homo sapiens					HG00741	female		Chromosome	2026-04-10	JBVTWO01	200
HG03453_haplotype1_hprc_rel2_verkko2_supp	GCA_056750235.1		Homo sapiens					HG03453	female		Chromosome	2026-04-16	JBVUMK01	115
NA18952_hap2_hprc_f2	GCA_042077325.2		Homo sapiens					NA18952	male		Chromosome	2024-09-20	JBHIJT01	71
HG03017_pat_hprc_f2	GCA_042038885.1		Homo sapiens					HG03017	male		Chromosome	2024-09-20	JBHIIE01	77
NA19384_hap1	GCA_056689425.1		Homo sapiens					NA19384	male		Chromosome	2026-04-13	DBNCOP01	1390
HG03369_hap1_hprc_f2	GCA_044165925.1		Homo sapiens					HG03369	female		Chromosome	2024-10-31	JBIREB01	66
HG03492_pat_hprc_f2	GCA_018505835.3		Homo sapiens					HG03492	male		Chromosome	2025-01-31	JAHEPI03	132
HG01786_hap1_hprc_f2	GCA_042076995.1		Homo sapiens					HG01786	female		Chromosome	2024-09-20	JBHIIW01	89
HG01252_pat_hprc_rel2_verkko2_supp	GCA_056667365.1		Homo sapiens					HG01252	male		Chromosome	2026-04-10	JBVTVN01	65
HG00423_haplotype1_hprc_rel2_verkko2_supp	GCA_056668695.1		Homo sapiens					HG00423	female		Chromosome	2026-04-10	JBVTXT01	53
HG03270_hap1_hprc_f2	GCA_042077695.1		Homo sapiens					HG03270	female		Chromosome	2024-09-20	JBHIKC01	87
HG00272_hap1_hprc_f2	GCA_044166515.1		Homo sapiens					HG00272	female		Chromosome	2024-10-31	JBIRDN01	74
HG00253_hap2_hprc_f2	GCA_044166835.2		Homo sapiens					HG00253	female		Chromosome	2024-10-31	JBIREK01	72
HG00735_pat_hprc_f2	GCA_018472715.2		Homo sapiens					HG00735	female		Chromosome	2024-09-20	JAHBCH02	82
NA19036_hap2	GCA_056689725.1		Homo sapiens					NA19036	female		Chromosome	2026-04-13	DBNCPG01	81
NA18620_haplotype1_hprc_rel2_verkko2_supp	GCA_056739585.1		Homo sapiens					NA18620	male		Chromosome	2026-04-15	JBVUJO01	61
HG03248_hap1	GCA_056690475.1		Homo sapiens					HG03248	male		Chromosome	2026-04-13	DBNCQF01	638
HG02018_hap2	GCA_056690975.1		Homo sapiens					HG02018	female		Chromosome	2026-04-13	DBNCRG01	57
NA19159_haplotype1_hprc_rel2_verkko2_supp	GCA_056739975.1		Homo sapiens					NA19159	female		Chromosome	2026-04-15	JBVUKG01	96
HG00642_pat_hprc_f2	GCA_042028805.1		Homo sapiens					HG00642	male		Chromosome	2024-09-19	JBHDST01	69
HG02258_mat_hprc_rel2	GCA_041900135.2		Homo sapiens					HG02258	male		Chromosome	2024-09-11	JBHDUZ01	62
HG00658_pat_hprc_rel2_verkko2_supp	GCA_056668235.1		Homo sapiens					HG00658	male		Chromosome	2026-04-10	JBVTWZ01	141
NA18952_hap1_hprc_f2	GCA_042077595.1		Homo sapiens					NA18952	male		Chromosome	2024-09-20	JBHIJS01	102
HG01346_mat_hprc_f2	GCA_042028165.2		Homo sapiens					HG01346	female		Chromosome	2024-09-19	JBHDSS01	80
HG02148_mat_hprc_f2	GCA_018471535.3		Homo sapiens					HG02148	female		Chromosome	2024-09-20	JAHAMF02	70
HG03942_mat_hprc_f2	GCA_042036275.2		Homo sapiens					HG03942	male		Chromosome	2024-09-20	JBHIGT01	102
HG02040_hap2_hprc_f2	GCA_042031805.2		Homo sapiens					HG02040	male		Chromosome	2024-09-19	JBHDWT01	67
HG01109_mat_hprc_rel2_verkko2_supp	GCA_056667815.1		Homo sapiens					HG01109	female		Chromosome	2026-04-10	JBVTWC01	286
HG02738_mat_hprc_rel2_verkko2_supp	GCA_056716775.1		Homo sapiens					HG02738	male		Chromosome	2026-04-14	JBVUFP01	56
HG03540_haplotype1_hprc_rel2_verkko2_supp	GCA_056749995.1		Homo sapiens					HG03540	female		Chromosome	2026-04-16	JBVUME01	144
HG02129_pat_hprc_rel2	GCA_041899985.1		Homo sapiens					HG02129	male		Chromosome	2024-09-11	JBHDVA01	106
HG02074_pat_hprc_f2	GCA_042036445.1		Homo sapiens					HG02074	male		Chromosome	2024-09-20	JBHIGK01	141
HG03239_haplotype1_hprc_rel2_verkko2_supp	GCA_056749695.1		Homo sapiens					HG03239	female		Chromosome	2026-04-16	JBVULS01	63
HG03874_haplotype1_hprc_rel2_verkko2_supp	GCA_056738515.1		Homo sapiens					HG03874	female		Chromosome	2026-04-15	JBVUHS01	69
HG01243_pat_hprc_f2	GCA_018504045.2		Homo sapiens					HG01243	male		Chromosome	2024-12-11	JAHEOY02	94
HG00673_pat_hprc_f2	GCA_018472585.2		Homo sapiens					HG00673	male		Chromosome	2024-09-20	JAHBBZ02	89
HG005_pat_hprc_f2	GCA_018506945.2		Homo sapiens					NA24631	male		Chromosome	2024-12-13	JAHEPO02	110
NA18534_hap1	GCA_056689865.1		Homo sapiens					NA18534	male		Chromosome	2026-04-13	DBNCPL01	626
NA21106_haplotype2_hprc_rel2_verkko2_supp	GCA_056748665.1		Homo sapiens					NA21106	female		Chromosome	2026-04-16	JBVULF01	42
HG03942_mat_hprc_rel2_verkko2_supp	GCA_056738855.1		Homo sapiens					HG03942	male		Chromosome	2026-04-15	JBVUIJ01	98
HG00126_hap2_hprc_f2	GCA_042077875.2		Homo sapiens					HG00126	male		Chromosome	2024-09-20	JBHIKV01	63
HG02615_pat_hprc_f2	GCA_042029935.1		Homo sapiens					HG02615	female		Chromosome	2024-09-19	JBHDSZ01	72
HG00558_mat_hprc_f2	GCA_042036935.2		Homo sapiens					HG00558	female		Chromosome	2024-09-20	JBHIHD01	69
HG01243_mat_hprc_f2	GCA_018504375.3		Homo sapiens					HG01243	male		Chromosome	2024-12-11	JAHEOX02	92
HG01261_pat_hprc_rel2	GCA_041900235.1		Homo sapiens					HG01261	male		Chromosome	2024-09-11	JBHDVG01	82
HG03456_hap2	GCA_056690195.1		Homo sapiens					HG03456	female		Chromosome	2026-04-13	DBNCQA01	222
HG01943_mat_hprc_f2	GCA_042076535.2		Homo sapiens					HG01943	male		Chromosome	2024-09-20	JBHIIL01	126
NA12329_hap1	GCA_056691335.1		Homo sapiens					NA12329	female		Chromosome	2026-04-13	DBNCSP01	420
HG01934_haplotype1_hprc_rel2_verkko2_supp	GCA_056698055.1		Homo sapiens					HG01934	male		Chromosome	2026-04-13	JBVUDK01	35
HG01123_haplotype1_hprc_rel2_verkko2_supp	GCA_056667745.1		Homo sapiens					HG01123	female		Chromosome	2026-04-10	JBVTVZ01	91
HG00423_mat_hprc_f2	GCA_042076545.2		Homo sapiens					HG00423	female		Chromosome	2024-09-20	JBHIIP01	74
NA18612_hap1_hprc_f2	GCA_046000045.1		Homo sapiens					NA18612	male		Chromosome	2024-12-11	JBJUVU01	101
HG03540_pat_hprc_f2	GCA_018473315.2		Homo sapiens					HG03540	female		Chromosome	2024-09-20	JAGYVY02	130
HG01106_pat_hprc_f2	GCA_018471075.2		Homo sapiens					HG01106	male		Chromosome	2024-09-20	JAHAMC02	80
HG01114_hap1	GCA_056691255.1		Homo sapiens					HG01114	female		Chromosome	2026-04-13	DBNCRT01	794
HG02109_mat_hprc_f2	GCA_018505825.3		Homo sapiens					HG02109	female		Chromosome	2024-10-17	JAHEPF02	73
HG01358_mat_hprc_f2	GCA_018469865.3		Homo sapiens					HG01358	male		Chromosome	2024-09-20	JAGYZA02	80
HG02083_pat_hprc_f2	GCA_042030135.1		Homo sapiens					HG02083	male		Chromosome	2024-09-19	JBHDTV01	75
NA24385_hap1	GCA_056689005.1		Homo sapiens					HG002	male		Chromosome	2026-04-13	DBNCNV01	1789
HG00738_mat_hprc_f2	GCA_042028935.2		Homo sapiens					HG00738	male		Chromosome	2024-09-19	JBHDSY01	87
NA18534_hap2	GCA_056689845.1		Homo sapiens					NA18534	male		Chromosome	2026-04-13	DBNCPM01	122
HG01123_pat_hprc_f2	GCA_018469695.2		Homo sapiens					HG01123	female		Chromosome	2024-09-20	JAGYYZ02	79
HG03486_pat_hprc_f2	GCA_018503245.2		Homo sapiens					HG03486	female		Chromosome	2024-10-17	JAHEOQ02	124
NA19238_hap1	GCA_056689665.1		Homo sapiens					NA19238	female		Chromosome	2026-04-13	DBNCPB01	1164
HG02148_haplotype1_hprc_rel2_verkko2_supp	GCA_056696675.1		Homo sapiens					HG02148	female		Chromosome	2026-04-13	JBVUAX01	114
HG00735_haplotype1_hprc_rel2_verkko2_supp	GCA_056668125.1		Homo sapiens					HG00735	female		Chromosome	2026-04-10	JBVTWR01	196
NA19043_hap1_hprc_f2	GCA_042031205.1		Homo sapiens					NA19043	male		Chromosome	2024-09-19	JBHDVS01	74
HG03248_hap2	GCA_056690415.1		Homo sapiens					HG03248	male		Chromosome	2026-04-13	DBNCQG01	61
HG02273_hap1_hprc_f2	GCA_042031155.1		Homo sapiens					HG02273	female		Chromosome	2024-09-19	JBHDVQ01	84
NA18976_hap1_hprc_f2	GCA_042077505.1		Homo sapiens					NA18976	female		Chromosome	2024-09-20	JBHIJO01	96
HG00232_hap1_hprc_f2	GCA_042077985.1		Homo sapiens					HG00232	female		Chromosome	2024-09-20	JBHIKM01	69
NA18565_hap1_hprc_f2	GCA_044166395.1		Homo sapiens					NA18565	female		Chromosome	2024-10-31	JBIRDX01	86
HG02004_mat_hprc_f2	GCA_042027105.2		Homo sapiens					HG02004	female		Chromosome	2024-09-19	JBHDRU01	99
HG01109_mat_hprc_f2	GCA_018504365.3		Homo sapiens					HG01109	female		Chromosome	2024-10-17	JAHEOZ02	120
HG00290_hap1_hprc_f2	GCA_042077965.1		Homo sapiens					HG00290	male		Chromosome	2024-09-20	JBHIKK01	71
HG01975_pat_hprc_f2	GCA_046000135.1		Homo sapiens					HG01975	female		Chromosome	2024-12-11	JBJUVS01	88
HG02976_hap2_hprc_f2	GCA_042030695.2		Homo sapiens					HG02976	female		Chromosome	2024-09-19	JBHDVX01	93
HG02451_pat_hprc_f2	GCA_042027135.1		Homo sapiens					HG02451	female		Chromosome	2024-09-19	JBHDRJ01	95
HG00741_pat_hprc_f2	GCA_018471105.2		Homo sapiens					HG00741	female		Chromosome	2024-09-20	JAHALY02	80
NA18971_hap1_hprc_f2	GCA_042032395.1		Homo sapiens					NA18971	male		Chromosome	2024-09-19	JBHDWK01	127
HG00673_haplotype1_hprc_rel2_verkko2_supp	GCA_056668245.1		Homo sapiens					HG00673	male		Chromosome	2026-04-10	JBVTWX01	125
HG00423_haplotype2_hprc_rel2_verkko2_supp	GCA_056668665.1		Homo sapiens					HG00423	female		Chromosome	2026-04-10	JBVTXU01	49
HG01505_hap1	GCA_056691135.1		Homo sapiens					HG01505	male		Chromosome	2026-04-13	DBNCRN01	843
ASM4633249v1	GCA_046332495.1		Homo sapiens					NA18940	male		Chromosome	2024-12-27	JBKACL01	24
NA20752_hap2_hprc_f2	GCA_045999885.2		Homo sapiens					NA20752	male		Chromosome	2024-12-11	JBJUVR01	88
HG03942_pat_hprc_f2	GCA_042036505.1		Homo sapiens					HG03942	male		Chromosome	2024-09-20	JBHIGS01	96
HG03688_pat_hprc_f2	GCA_042030025.1		Homo sapiens					HG03688	male		Chromosome	2024-09-19	JBHDTJ01	88
HG00733_mat_hprc_f2	GCA_018506975.3		Homo sapiens					HG00733	female		Chromosome	2024-12-11	JAHEPP02	97
HG00733_hap1	GCA_056691405.1		Homo sapiens					HG00733	female		Chromosome	2026-04-13	DBNCRX01	1273
HG03654_haplotype2_hprc_rel2_verkko2_supp	GCA_056717605.1		Homo sapiens					HG03654	male		Chromosome	2026-04-14	JBVUHF01	65
HG00512_haplotype2_hprc-hgsvc_rel2_verkko2_supp	GCA_057056895.1		Homo sapiens					HG00512	male		Chromosome	2026-04-29	JBWQHM01	107
HG02135_mat_hprc_f2	GCA_042036245.2		Homo sapiens					HG02135	male		Chromosome	2024-09-20	JBHIGN01	100
HG02027_pat_hprc_rel2_verkko2_supp	GCA_056751545.1		Homo sapiens					HG02027	male		Chromosome	2026-04-16	JBVUMS01	603
HG02735_mat_hprc_f2	GCA_042076555.2		Homo sapiens					HG02735	male		Chromosome	2024-09-20	JBHIIJ01	108
HG03369_hap2_hprc_f2	GCA_044166625.2		Homo sapiens					HG03369	female		Chromosome	2024-10-31	JBIREC01	70
HG00514_hap2	GCA_056691515.1		Homo sapiens					HG00514			Chromosome	2026-04-13	DBNCSC01	75
HG00329_hap1_hprc_f2	GCA_044166575.1		Homo sapiens					HG00329	male		Chromosome	2024-10-31	JBIRDP01	66
HG04199_haplotype1_hprc_rel2_verkko2_supp	GCA_056739055.1		Homo sapiens					HG04199	male		Chromosome	2026-04-15	JBVUIQ01	76
NA19983_hap1	GCA_056689215.1		Homo sapiens					NA19983	female		Chromosome	2026-04-13	DBNCOF01	619
ASM4633245v1	GCA_046332455.1		Homo sapiens					NA18940	male		Chromosome	2024-12-27	JBKACK01	23
HG02293_haplotype1_hprc_rel2_verkko2_supp	GCA_057079665.1		Homo sapiens					HG02293	female		Chromosome	2026-04-16	JBVUNA01	51
HG02602_pat_hprc_f2	GCA_046000095.1		Homo sapiens					HG02602	male		Chromosome	2024-12-11	JBJUVK01	100
HG02004_haplotype2_hprc_rel2_verkko2_supp	GCA_056697625.1		Homo sapiens					HG02004	female		Chromosome	2026-04-13	JBVUCR01	67
NA24385_hap2	GCA_056688995.1		Homo sapiens					HG002	male		Chromosome	2026-04-13	DBNCNW01	63
HG02841_pat_hprc_f2	GCA_045523135.1		Homo sapiens					HG02841	female		Chromosome	2024-12-02	JBJKOG01	94
HG00642_mat_hprc_f2	GCA_042028155.2		Homo sapiens					HG00642	male		Chromosome	2024-09-19	JBHDSU01	71
NA12329_hap2	GCA_056691305.1		Homo sapiens					NA12329	female		Chromosome	2026-04-13	DBNCSQ01	42
HG01969_haplotype2_hprc_rel2_verkko2_supp	GCA_056697835.1		Homo sapiens					HG01969	female		Chromosome	2026-04-13	JBVUDB01	158
HG02027_mat_hprc_f2	GCA_042030185.2		Homo sapiens					HG02027	male		Chromosome	2024-09-19	JBHDTY01	83
HG00408_mat_hprc_rel2	GCA_041900245.2		Homo sapiens					HG00408	female		Chromosome	2024-09-11	JBHDVL01	71
HG03831_mat_hprc_f2	GCA_042028025.2		Homo sapiens					HG03831	female		Chromosome	2024-09-19	JBHDSO01	116
HG02132_mat_hprc_f2	GCA_042029645.2		Homo sapiens					HG02132	male		Chromosome	2024-09-19	JBHDTS01	79
NA19468_haplotype2_hprc_rel2_verkko2_supp	GCA_056740255.1		Homo sapiens					NA19468	female		Chromosome	2026-04-15	JBVUKT01	57
HG01884_mat_hprc_f2	GCA_042027665.2		Homo sapiens					HG01884	female		Chromosome	2024-09-19	JBHDSC01	82
HG00513_hap2	GCA_056691555.1		Homo sapiens					HG00513	female		Chromosome	2026-04-13	DBNCSE01	70
HG02647_pat_hprc_f2	GCA_042028775.1		Homo sapiens					HG02647	male		Chromosome	2024-09-19	JBHDSP01	127
HG01071_mat_hprc_f2	GCA_018472685.3		Homo sapiens					HG01071	female		Chromosome	2024-09-20	JAHBCE02	75
HG03834_pat_hprc_rel2	GCA_041899965.1		Homo sapiens					HG03834	female		Chromosome	2024-09-11	JBHDUW01	87
NA19650_hap1	GCA_056689335.1		Homo sapiens					NA19650	male		Chromosome	2026-04-13	DBNCOL01	538
HG00350_hap2_hprc_f2	GCA_044167285.2		Homo sapiens					HG00350	female		Chromosome	2024-10-31	JBIREM01	72
HG02486_pat_hprc_f2	GCA_018467005.2		Homo sapiens					HG02486	male		Chromosome	2024-09-20	JAGYVM02	59
NA18879_hap2_hprc_f2	GCA_045999895.2		Homo sapiens					NA18879	male		Chromosome	2024-12-11	JBJUVN01	86
NA20282_hap2_hprc_f2	GCA_044166065.2		Homo sapiens					NA20282	female		Chromosome	2024-10-31	JBIRDU01	66
HG04204_mat_hprc_f2	GCA_042036425.2		Homo sapiens					HG04204	male		Chromosome	2024-09-20	JBHIGZ01	101
NA19391_hap1_hprc_f2	GCA_042035185.1		Homo sapiens					NA19391	female		Chromosome	2024-09-20	JBHDXV01	94
